Country,Year,Value,Disease
DZA,2012.0,121.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
DZA,2013.0,200.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
DZA,2014.0,112.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
DZA,2015.0,112.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
DZA,2016.0,206.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
DZA,2017.0,264.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
DZA,2018.0,324.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
DZA,2019.0,360.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ECU,2010.0,265.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ECU,2011.0,289.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ECU,2012.0,312.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ECU,2013.0,318.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ECU,2014.0,334.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ECU,2015.0,347.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ECU,2016.0,358.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ECU,2017.0,362.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ECU,2018.0,368.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ECU,2019.0,577.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ECU,2020.0,450.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ECU,2021.0,542.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ECU,2022.0,633.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ECU,2023.0,568.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ECU,2024.0,576.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
EGY,2010.0,11.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
EGY,2011.0,7.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
EGY,2012.0,9.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
EGY,2013.0,38.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
EGY,2014.0,32.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
EGY,2015.0,32.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
EGY,2016.0,52.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
EGY,2017.0,54.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
EGY,2018.0,59.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
EGY,2019.0,69.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
EGY,2020.0,80.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
EGY,2021.0,141.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
EGY,2022.0,152.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
EGY,2023.0,115.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
EGY,2024.0,172.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
EMR,2010.0,470.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
EMR,2011.0,510.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
EMR,2012.0,650.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
EMR,2013.0,740.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
EMR,2014.0,820.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
EMR,2015.0,970.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
EMR,2016.0,1000.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
EMR,2017.0,1100.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
EMR,2018.0,1300.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
EMR,2019.0,1400.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
EMR,2020.0,1000.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
EMR,2021.0,1500.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
EMR,2022.0,1600.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
EMR,2023.0,1400.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
EMR,2024.0,1700.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ERI,2024.0,117.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ETH,2010.0,6834.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
FJI,2010.0,9.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
FJI,2011.0,17.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
FJI,2012.0,20.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
FJI,2013.0,11.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
FJI,2014.0,17.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
FJI,2015.0,14.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
FJI,2016.0,25.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
FJI,2017.0,39.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
FJI,2018.0,39.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
FJI,2019.0,22.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
FJI,2020.0,33.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
FJI,2021.0,31.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
FJI,2022.0,30.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
FJI,2023.0,28.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
FJI,2024.0,124.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GAB,2010.0,644.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GAB,2011.0,839.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GAB,2012.0,1064.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GAB,2013.0,1375.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GAB,2014.0,1403.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GAB,2015.0,1665.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GAB,2016.0,2028.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GAB,2017.0,1829.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GAB,2018.0,1904.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GAB,2019.0,1941.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GAB,2020.0,2251.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GAB,2021.0,1694.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GAB,2022.0,1757.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GAB,2023.0,1509.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GAB,2024.0,1668.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GEO,2010.0,33.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GEO,2011.0,27.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GEO,2012.0,24.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GEO,2013.0,42.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GEO,2014.0,57.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GEO,2015.0,57.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GEO,2016.0,45.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GEO,2017.0,52.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GEO,2018.0,31.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GEO,2019.0,40.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GEO,2020.0,40.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GEO,2021.0,52.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GEO,2022.0,36.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GEO,2023.0,33.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GEO,2024.0,44.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GHA,2010.0,5845.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GHA,2011.0,8057.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GHA,2012.0,8957.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GHA,2013.0,7266.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GHA,2014.0,8299.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GHA,2015.0,7813.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GHA,2016.0,9680.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GIN,2010.0,1074.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GIN,2011.0,1921.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GIN,2012.0,1961.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GIN,2013.0,3921.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GIN,2014.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GIN,2015.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GIN,2016.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GIN,2017.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GIN,2018.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GIN,2019.0,3041.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GIN,2020.0,3366.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GIN,2021.0,3536.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GIN,2022.0,3211.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GIN,2023.0,3802.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GIN,2024.0,4443.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GMB,2010.0,596.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GMB,2011.0,817.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GMB,2012.0,700.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GMB,2013.0,729.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GMB,2014.0,723.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GMB,2015.0,874.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GMB,2016.0,751.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GMB,2017.0,732.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GMB,2018.0,695.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GMB,2019.0,724.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GMB,2020.0,577.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GMB,2021.0,739.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GMB,2022.0,694.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GMB,2023.0,651.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GMB,2024.0,638.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GNB,2010.0,344.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GNB,2011.0,490.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GNB,2012.0,738.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GNB,2013.0,1184.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GNB,2014.0,1906.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GNB,2015.0,1571.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GNB,2016.0,1468.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GNB,2017.0,1389.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GNB,2018.0,1001.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GNB,2019.0,1180.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GNB,2020.0,1160.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GNB,2021.0,820.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GNB,2022.0,807.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GNB,2023.0,767.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GNB,2024.0,953.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GTM,2010.0,284.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GTM,2011.0,361.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GTM,2012.0,256.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GTM,2013.0,390.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GTM,2014.0,333.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GTM,2015.0,197.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GTM,2016.0,237.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GTM,2017.0,236.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GTM,2018.0,273.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GTM,2019.0,258.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GTM,2020.0,247.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GTM,2021.0,264.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GTM,2022.0,298.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GTM,2023.0,300.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GUY,2010.0,116.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GUY,2011.0,144.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GUY,2012.0,152.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GUY,2013.0,196.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GUY,2014.0,155.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GUY,2015.0,167.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GUY,2016.0,157.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GUY,2017.0,127.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GUY,2018.0,150.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GUY,2019.0,180.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GUY,2020.0,137.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GUY,2021.0,197.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GUY,2022.0,246.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GUY,2023.0,199.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
GUY,2024.0,222.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HND,2010.0,248.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HND,2011.0,232.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HND,2012.0,238.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HND,2013.0,209.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HND,2014.0,201.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HND,2015.0,175.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HND,2016.0,174.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HND,2017.0,180.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HND,2018.0,202.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HND,2019.0,156.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HND,2020.0,134.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HND,2021.0,140.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HND,2022.0,135.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HND,2023.0,158.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HND,2024.0,124.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HRV,2010.0,6.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HRV,2011.0,4.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HRV,2012.0,6.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HRV,2013.0,7.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HRV,2014.0,8.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HRV,2015.0,8.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HRV,2016.0,8.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HRV,2024.0,3.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HTI,2010.0,2377.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HTI,2011.0,3849.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HTI,2012.0,4889.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HTI,2013.0,5226.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HTI,2014.0,4504.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HTI,2015.0,4383.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HTI,2016.0,4075.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HTI,2017.0,4459.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HTI,2018.0,4909.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HTI,2019.0,5243.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HTI,2020.0,4448.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HTI,2021.0,4223.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HTI,2022.0,3834.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HTI,2023.0,3664.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
HTI,2024.0,3238.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IDN,2010.0,254.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IDN,2011.0,171.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IDN,2012.0,348.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IDN,2013.0,512.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IDN,2014.0,747.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IDN,2015.0,986.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IDN,2016.0,1239.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IDN,2017.0,1536.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IDN,2018.0,1818.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IDN,2019.0,1954.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IDN,2020.0,1816.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IDN,2021.0,1520.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IDN,2022.0,1711.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IDN,2023.0,1703.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IDN,2024.0,1926.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IRL,2015.0,90.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IRL,2016.0,68.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IRL,2017.0,64.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IRL,2018.0,77.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IRL,2019.0,83.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IRL,2020.0,59.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IRL,2022.0,56.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IRL,2023.0,57.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IRL,2024.0,64.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IRQ,2010.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IRQ,2011.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IRQ,2012.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IRQ,2013.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IRQ,2014.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IRQ,2015.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IRQ,2016.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IRQ,2017.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IRQ,2018.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IRQ,2019.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IRQ,2020.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IRQ,2021.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IRQ,2022.0,9.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IRQ,2023.0,11.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
IRQ,2024.0,18.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ISL,2010.0,5.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ISL,2011.0,5.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ISL,2012.0,6.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ISL,2013.0,6.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ISL,2014.0,6.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ISL,2015.0,6.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ISL,2016.0,6.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ISL,2017.0,6.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ISL,2018.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ISL,2019.0,4.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ISL,2020.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ISL,2021.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ISL,2022.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ISL,2023.0,4.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
ISL,2024.0,3.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
JOR,2010.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
JOR,2011.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
JOR,2012.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
JOR,2013.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
JOR,2014.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
JOR,2015.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
JOR,2016.0,5.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
JOR,2017.0,4.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
JOR,2018.0,3.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
JOR,2019.0,3.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
